,sentiment,metacritic_prediction,metacritic_id
18159,positive,0.9,26124
18160,negative,1.0,38068
18161,positive,1.0,21951
18162,negative,0.0,29795
18163,positive,0.1,30433
18164,positive,0.8,12626
18165,negative,0.0,18962
18166,positive,0.8,23264
18167,positive,0.8,32684
18168,positive,1.0,14001
18169,negative,0.9,28158
18170,negative,0.1,19800
18171,positive,0.8,19023
18172,negative,0.9,29222
18173,positive,1.0,16167
18174,negative,0.9,35152
18175,positive,0.8,1513
18176,negative,0.2,25874
18177,negative,0.1,34313
18178,negative,0.9,9067
18179,positive,0.8,2155
18180,positive,1.0,248
18181,negative,0.8,11926
18182,positive,0.8,32127
18183,positive,1.0,27356
18184,negative,0.1,12086
18185,positive,0.83,31373
18186,positive,0.8,7170
18187,positive,0.9,31076
18188,positive,1.0,8024
18189,positive,0.9,14212
18190,negative,0.1,7459
18191,positive,0.8,3883
18192,positive,1.0,37246
18193,negative,1.0,6019
18194,negative,0.9,15508
18195,positive,0.2,39006
18196,negative,0.2,16433
18197,negative,0.9,33829
18198,negative,0.3,38834
18199,negative,1.0,38256
18200,negative,0.3,38011
18201,positive,0.8,19718
18202,positive,1.0,20041
18203,negative,0.9,4522
18204,positive,1.0,10733
18205,positive,0.0,8370
18206,negative,1.0,20041
18207,negative,0.2,23680
18208,positive,0.8,6125
18209,positive,0.9,21360
18210,negative,1.0,30411
18211,negative,0.3,38834
18212,negative,0.8,23111
18213,positive,1.0,12466
18214,negative,0.3,33487
18215,positive,1.0,20581
18216,positive,0.9,37225
18217,negative,0.0,12607
18218,positive,0.1,14968
18219,positive,0.8,10116
18220,positive,0.25,9966
18221,positive,0.8,32684
18222,positive,0.8,22194
18223,negative,0.8,38306
18224,negative,0.3,28827
18225,negative,0.0,32036
18226,positive,0.9,21806
18227,positive,1.0,8164
18228,negative,0.8,25175
18229,negative,0.3,7964
18230,positive,0.3,4445
18231,negative,0.0,35655
18232,positive,0.0,8380
18233,negative,0.1,36354
18234,negative,0.3,22111
18235,positive,0.0,22574
18236,negative,0.2,11604
18237,positive,1.0,24134
18238,positive,0.8,18701
18239,negative,1.0,10733
18240,positive,1.0,21924
18241,positive,0.9,21361
18242,negative,0.8,19193
18243,positive,1.0,19826
18244,negative,0.1,19501
18245,positive,0.8,28195
18246,negative,0.8,7288
18247,negative,0.2,28737
18248,positive,0.9,20114
18249,negative,0.2,16433
18250,negative,0.3,8355
18251,negative,0.2,16521
18252,positive,0.9,21360
18253,positive,0.9,29079
18254,negative,0.3,20643
18255,positive,0.9,21598
18256,positive,0.83,11453
18257,positive,1.0,29237
18258,positive,1.0,16880
18259,negative,0.0,12486
18260,positive,0.8,30374
18261,negative,0.1,35757
18262,positive,0.9,21991
18263,positive,1.0,32884
18264,positive,0.3,12912
18265,negative,0.3,1785
18266,positive,0.0,219
18267,positive,0.9,21779
18268,positive,0.1,38296
18269,negative,0.0,26427
18270,positive,1.0,892
18271,positive,1.0,20041
18272,negative,0.2,19228
18273,positive,0.8,21365
18274,negative,0.9,21022
18275,positive,1.0,6510
18276,negative,0.1,22809
18277,positive,0.9,24989
18278,positive,0.8,38968
18279,positive,0.0,36769
18280,negative,0.3,6361
18281,negative,0.0,32036
18282,positive,1.0,35099
18283,positive,0.9,7849
18284,positive,1.0,21475
18285,negative,0.8,22090
18286,positive,1.0,31985
18287,negative,0.9,38879
18288,positive,0.8,18306
18289,positive,0.9,19975
18290,positive,0.8,16700
18291,positive,0.3,38834
18292,positive,0.3,15643
18293,positive,1.0,6151
18294,negative,0.9,35714
18295,negative,0.9,8294
18296,positive,0.9,8294
18297,negative,0.0,17120
18298,negative,0.3,2554
18299,negative,1.0,28507
18300,positive,0.1,3180
18301,positive,0.9,3958
18302,negative,0.3,22111
18303,negative,0.1,13270
18304,positive,1.0,8291
18305,positive,0.3,38834
18306,positive,1.0,579
18307,positive,0.9,12150
18308,positive,0.3,31902
18309,positive,0.3,22989
18310,negative,0.0,12486
18311,positive,0.1,36737
18312,positive,0.9,21360
18313,positive,0.9,37262
18314,positive,0.0,26832
18315,negative,0.0,1658
18316,positive,1.0,29491
18317,positive,0.1,3180
18318,negative,0.2,13413
18319,negative,0.3,27913
18320,negative,1.0,25983
18321,negative,0.9,37321
18322,positive,0.75,36545
18323,positive,0.0,5193
18324,positive,0.8,32202
18325,positive,1.0,1396
18326,positive,0.9,25180
18327,positive,1.0,1279
18328,negative,0.1,17629
18329,positive,0.9,16130
18330,positive,0.8,14779
18331,positive,0.3,5749
18332,negative,0.2,1356
18333,positive,0.9,19348
18334,positive,0.9,11843
18335,positive,0.9,5437
18336,negative,0.0,38678
18337,negative,1.0,20247
18338,positive,0.1,12086
18339,positive,0.8,21497
18340,negative,0.0,26832
18341,positive,0.75,20952
18342,negative,0.1,9156
18343,negative,1.0,17314
18344,positive,0.9,35762
18345,positive,0.3,33116
18346,positive,0.9,12360
18347,positive,0.75,34202
18348,positive,0.3,33116
18349,negative,0.8,35592
18350,positive,0.8,23281
18351,positive,1.0,27896
18352,positive,0.8,7508
18353,positive,1.0,18213
18354,positive,0.9,35137
18355,negative,0.2,23680
18356,negative,0.9,28483
18357,negative,1.0,4201
18358,positive,1.0,16167
18359,negative,0.1,36354
18360,negative,0.8,7288
18361,negative,0.2,9432
18362,negative,0.0,26373
18363,positive,0.8,20164
18364,positive,0.8,9378
18365,negative,0.9,37321
18366,positive,1.0,23218
18367,positive,1.0,23218
18368,positive,0.2,37420
18369,positive,0.2,31357
18370,positive,0.8,25677
18371,negative,0.8,35592
18372,negative,0.1,16339
18373,positive,0.2,20462
18374,positive,0.8,16700
18375,positive,0.9,34607
18376,negative,0.3,38834
18377,negative,0.0,12486
18378,positive,0.3,2554
18379,positive,0.3,10134
18380,negative,0.9,35152
18381,positive,0.3,38578
18382,positive,0.8,35592
18383,positive,0.9,28946
18384,positive,0.8,32415
18385,positive,0.1,37657
18386,negative,0.1,2522
18387,positive,1.0,33151
18388,positive,0.1,33729
18389,negative,1.0,13244
18390,positive,0.9,6368
18391,negative,0.25,11365
18392,positive,0.8,13866
18393,positive,0.8,37454
18394,positive,0.3,30829
18395,positive,0.1,13270
18396,negative,0.9,22051
18397,positive,1.0,12329
18398,negative,0.8,16149
18399,positive,0.3,605
18400,negative,0.8,38306
18401,negative,0.88,16594
18402,positive,0.1,13270
18403,negative,0.3,38834
18404,positive,0.8,11747
18405,positive,0.1,13270
18406,positive,0.0,32036
18407,negative,0.1,20049
18408,negative,0.1,20998
18409,positive,0.0,2557
18410,negative,0.2,30446
18411,positive,0.9,30834
18412,negative,0.9,2822
18413,positive,0.9,18655
18414,negative,0.0,19409
18415,negative,0.2,16393
18416,negative,0.0,32862
18417,negative,0.0,32036
18418,positive,0.9,27347
18419,negative,0.3,1298
18420,positive,1.0,25424
18421,negative,0.9,35152
18422,negative,0.1,31910
18423,negative,0.9,37321
18424,positive,0.2,16433
18425,positive,1.0,4530
18426,negative,0.1,38296
18427,positive,0.8,3561
18428,negative,0.0,9665
18429,negative,0.3,32501
18430,positive,0.8,2155
18431,positive,0.3,34622
18432,negative,0.3,14133
18433,negative,1.0,16359
18434,positive,0.9,19323
18435,positive,0.3,18382
18436,negative,1.0,7146
18437,positive,0.8,21950
18438,negative,0.2,24278
18439,positive,0.2,22272
18440,negative,0.2,31717
18441,positive,0.9,35152
18442,negative,1.0,17115
18443,negative,0.1,18086
18444,positive,0.9,36256
18445,positive,0.0,219
18446,negative,0.8,29438
18447,negative,0.1,12818
18448,positive,1.0,24601
18449,positive,0.8,23281
18450,positive,1.0,21902
18451,positive,1.0,32264
18452,positive,1.0,21325
18453,negative,0.1,36848
18454,positive,0.8,29888
18455,positive,0.9,19323
18456,negative,1.0,33383
18457,negative,1.0,18491
18458,negative,1.0,16358
18459,negative,1.0,10733
18460,negative,1.0,17501
18461,negative,0.3,13878
18462,positive,0.8,12501
18463,positive,0.1,24163
18464,positive,1.0,35135
18465,positive,0.9,27165
18466,negative,0.1,32015
18467,negative,0.9,9067
18468,positive,0.8,25356
18469,negative,0.2,30446
18470,positive,0.3,33116
18471,positive,1.0,21910
18472,positive,1.0,9250
18473,negative,1.0,20286
18474,positive,1.0,21116
18475,positive,1.0,2531
18476,positive,0.9,35229
18477,positive,1.0,22304
18478,negative,1.0,21952
18479,negative,0.2,30446
18480,negative,1.0,32264
18481,positive,1.0,36320
18482,negative,0.3,6867
18483,positive,0.8,33542
18484,negative,1.0,25424
18485,positive,0.0,31613
18486,negative,0.0,219
18487,negative,0.3,20796
18488,negative,0.3,38834
18489,positive,0.9,34266
18490,negative,0.1,37657
18491,positive,1.0,29067
18492,positive,0.2,703
18493,positive,0.8,31325
18494,positive,1.0,36137
18495,positive,1.0,10667
18496,negative,0.1,16339
18497,negative,0.1,5076
18498,positive,0.0,12396
18499,negative,0.8,36657
18500,positive,0.8,24776
18501,positive,1.0,23250
18502,negative,1.0,30985
18503,negative,0.0,12486
18504,negative,0.0,12258
18505,positive,0.8,3086
18506,positive,0.3,5847
18507,positive,0.2,2764
18508,positive,1.0,27988
18509,positive,1.0,32884
18510,positive,1.0,14947
18511,negative,1.0,3628
18512,negative,0.0,23284
18513,negative,0.1,17091
18514,positive,0.8,32981
18515,positive,1.0,18597
18516,negative,1.0,6672
18517,negative,0.0,32036
18518,positive,0.8,11656
18519,positive,0.2,30446
18520,positive,0.9,19021
18521,negative,0.75,1366
18522,negative,1.0,14947
18523,negative,0.0,32036
18524,positive,1.0,32634
18525,negative,0.75,11829
18526,negative,0.3,13315
18527,positive,0.8,35595
18528,positive,0.8,35161
18529,positive,0.9,8098
18530,negative,0.1,22893
18531,positive,0.9,8292
18532,positive,1.0,35948
18533,negative,0.8,12572
18534,positive,1.0,14389
18535,negative,0.0,26378
18536,positive,0.9,10824
18537,positive,0.8,35553
18538,negative,0.2,30446
18539,negative,0.3,7264
18540,positive,0.3,18957
18541,negative,0.1,16339
18542,negative,0.2,16433
18543,positive,0.9,19323
18544,positive,0.3,437
18545,negative,0.0,10133
18546,negative,0.2,32858
18547,positive,0.8,35592
18548,negative,0.1,25021
18549,positive,0.2,16433
18550,positive,0.8,29436
18551,positive,0.9,15159
18552,positive,0.1,16339
18553,negative,0.1,10709
18554,positive,1.0,28230
18555,negative,0.2,24749
18556,positive,0.9,37018
18557,positive,0.8,19332
18558,negative,0.0,15516
18559,positive,1.0,11699
18560,negative,1.0,24919
18561,positive,0.8,18801
18562,positive,0.0,7929
18563,positive,0.3,16374
18564,negative,0.0,10133
18565,positive,1.0,10773
18566,negative,1.0,23218
18567,positive,0.9,29133
18568,negative,0.2,16433
18569,negative,0.1,14063
18570,positive,0.8,25401
18571,positive,0.1,19816
18572,positive,0.9,17850
18573,negative,0.9,37321
18574,negative,0.9,3292
18575,positive,0.9,9056
18576,positive,1.0,38223
18577,positive,0.75,24690
18578,positive,1.0,1396
18579,positive,0.0,6520
18580,positive,1.0,32688
18581,positive,0.8,2981
18582,positive,0.8,37582
18583,negative,0.8,7508
18584,positive,0.9,18655
18585,positive,1.0,9585
18586,positive,0.1,34484
18587,positive,1.0,1872
18588,negative,0.8,1509
18589,negative,1.0,5064
18590,negative,0.2,26167
18591,negative,0.2,37317
18592,positive,0.1,36848
18593,positive,0.3,18382
18594,negative,0.3,33788
18595,negative,0.9,16299
18596,negative,0.3,7677
18597,positive,0.89,6191
18598,positive,0.1,25074
18599,positive,0.3,8355
18600,negative,0.8,23111
18601,positive,0.8,32684
18602,positive,1.0,29237
18603,positive,1.0,31413
18604,positive,0.1,14998
18605,positive,0.1,9741
18606,positive,0.2,29696
18607,negative,1.0,30835
18608,positive,1.0,30286
18609,positive,0.1,24163
18610,positive,0.8,38870
18611,positive,0.3,8751
18612,negative,0.8,24055
18613,negative,0.0,32036
18614,negative,0.9,35714
18615,negative,0.2,3688
18616,positive,0.9,25152
18617,positive,1.0,36028
18618,negative,0.1,24260
18619,positive,0.3,2044
18620,positive,0.16,16676
18621,positive,0.2,23680
18622,positive,0.9,19021
18623,positive,0.8,19193
18624,negative,0.9,17790
18625,negative,1.0,37246
18626,positive,1.0,22304
18627,negative,0.0,32036
18628,positive,1.0,8746
18629,positive,0.1,25021
18630,positive,1.0,22304
18631,positive,1.0,10773
18632,positive,0.1,11142
18633,negative,0.3,38834
18634,positive,0.8,11589
18635,negative,0.0,18345
18636,positive,0.2,23680
18637,positive,0.8,11279
18638,positive,1.0,30957
18639,negative,0.0,32036
18640,negative,0.3,3608
18641,negative,1.0,11699
18642,negative,0.8,7508
18643,positive,0.9,15508
18644,negative,0.0,32036
18645,positive,0.8,7508
18646,negative,0.3,20643
18647,negative,0.1,20049
18648,negative,0.9,305
18649,positive,0.2,703
18650,negative,0.2,32465
18651,positive,1.0,27896
18652,negative,0.2,21109
18653,positive,0.9,37299
18654,negative,1.0,4201
18655,negative,0.8,2719
18656,positive,0.1,9156
18657,positive,0.8,9822
18658,negative,1.0,17549
18659,positive,0.9,15345
18660,positive,0.9,20701
18661,negative,0.8,32966
18662,positive,0.8,31458
18663,positive,0.8,32202
18664,positive,0.8,17397
18665,positive,1.0,16928
18666,negative,0.0,18017
18667,positive,0.8,12278
18668,negative,0.1,24053
18669,positive,1.0,27896
18670,negative,0.0,219
18671,negative,0.1,14063
18672,positive,1.0,25915
18673,negative,0.9,31611
18674,negative,1.0,10607
18675,negative,0.3,38834
18676,positive,0.2,30446
18677,negative,0.0,19257
18678,positive,0.1,14968
18679,positive,0.2,13198
18680,positive,1.0,33151
18681,negative,0.9,37495
18682,negative,0.0,24587
18683,positive,1.0,19453
18684,positive,0.9,20149
18685,positive,0.8,24243
18686,positive,0.83,987
18687,negative,0.25,11365
18688,negative,0.8,11279
18689,positive,0.1,13270
18690,positive,0.3,34040
18691,negative,0.3,13546
18692,negative,0.3,36218
18693,positive,1.0,30045
18694,negative,0.2,34228
18695,negative,0.9,30454
18696,positive,0.8,20318
18697,negative,0.1,13270
18698,negative,0.9,13077
18699,positive,0.1,13367
18700,positive,1.0,10988
18701,negative,0.1,16339
18702,negative,1.0,27327
18703,negative,0.8,3392
18704,negative,1.0,21297
18705,positive,0.2,37420
18706,positive,0.8,19492
18707,positive,1.0,38147
18708,negative,0.9,13253
18709,positive,1.0,36715
18710,negative,0.0,32036
18711,negative,0.8,2719
18712,negative,0.1,16339
18713,positive,0.8,7163
18714,positive,0.8,17464
18715,negative,0.0,18545
18716,negative,0.8,35742
18717,positive,0.8,22682
18718,positive,0.9,9804
18719,negative,0.1,206
18720,negative,0.0,33413
18721,positive,0.1,32015
18722,positive,0.3,13621
18723,positive,0.8,36587
18724,positive,0.75,35590
18725,positive,0.8,9582
18726,positive,0.1,11198
18727,positive,1.0,16358
18728,positive,1.0,23218
18729,positive,1.0,14947
18730,positive,1.0,20247
18731,negative,1.0,440
18732,positive,0.9,14407
18733,positive,0.9,17998
18734,positive,0.9,28183
18735,negative,1.0,20247
18736,negative,0.3,20643
18737,negative,0.1,30252
18738,positive,0.1,34216
18739,negative,0.9,19021
18740,positive,0.9,7769
18741,positive,0.83,5423
18742,positive,0.9,8294
18743,negative,0.1,12086
18744,positive,0.3,13753
18745,positive,0.8,17397
18746,negative,0.3,38834
18747,negative,0.3,14593
18748,positive,1.0,19032
18749,positive,0.8,14905
18750,negative,0.2,16433
18751,negative,0.2,14653
18752,negative,0.0,19257
18753,positive,0.88,4471
18754,negative,0.1,38296
18755,negative,0.12,24277
18756,positive,1.0,34512
18757,negative,0.3,24500
18758,positive,0.8,18580
18759,positive,0.9,23969
18760,positive,0.0,12746
18761,negative,0.0,8066
18762,negative,0.2,118
18763,positive,0.1,2837
18764,positive,0.8,2155
18765,positive,1.0,37912
18766,negative,0.8,23281
18767,positive,1.0,12873
18768,positive,0.38,5591
18769,positive,0.1,20996
18770,positive,0.9,29580
18771,positive,1.0,19144
18772,positive,0.3,35702
18773,positive,1.0,21592
18774,negative,0.1,5107
18775,negative,0.8,23466
18776,positive,0.9,16450
18777,positive,0.8,38388
18778,negative,0.8,17220
18779,positive,0.3,13546
18780,positive,1.0,5161
18781,positive,0.0,4932
18782,negative,0.1,22809
18783,negative,1.0,29280
18784,positive,0.3,15596
18785,positive,0.2,30446
18786,positive,0.8,12503
18787,positive,0.9,25153
18788,positive,0.8,20487
18789,negative,0.2,32858
18790,negative,0.2,23680
18791,positive,0.9,19954
18792,positive,0.3,14593
18793,positive,0.0,4302
18794,negative,0.1,28975
18795,negative,0.0,37052
18796,positive,0.9,1394
18797,positive,0.9,3292
18798,positive,0.8,37157
18799,positive,0.2,30446
18800,negative,0.2,30446
18801,negative,0.1,18651
18802,positive,1.0,28105
18803,positive,0.9,21779
18804,positive,0.8,12626
18805,positive,1.0,16161
18806,negative,0.2,16433
18807,negative,0.1,19009
18808,positive,0.8,2155
18809,negative,0.3,38011
18810,negative,0.2,16433
18811,negative,0.0,2526
18812,negative,1.0,15785
18813,positive,1.0,28230
18814,positive,0.3,26887
18815,positive,0.8,14062
18816,positive,0.0,14530
18817,positive,1.0,27473
18818,positive,0.9,29974
18819,positive,0.0,32036
18820,positive,1.0,16794
18821,negative,0.3,25373
18822,positive,0.9,10183
18823,negative,0.1,12086
18824,positive,0.2,30446
18825,negative,0.2,118
18826,positive,0.2,22641
18827,negative,0.2,28554
18828,negative,0.3,13546
18829,negative,0.8,36417
18830,positive,0.3,12526
18831,positive,0.8,22648
18832,negative,0.8,32127
18833,negative,0.1,17419
18834,negative,0.2,16433
18835,positive,1.0,36320
18836,positive,0.8,21321
18837,positive,1.0,16037
18838,negative,0.3,5749
18839,negative,0.2,16433
18840,positive,0.9,36095
18841,positive,0.9,21360
18842,negative,0.1,15101
18843,negative,0.9,25962
18844,positive,0.9,31611
18845,positive,0.3,13575
18846,positive,0.9,305
18847,negative,0.0,32862
18848,positive,1.0,10588
18849,negative,0.8,26400
18850,negative,0.2,36723
18851,negative,0.8,35161
18852,negative,0.2,703
18853,positive,0.8,38228
18854,negative,0.1,15101
18855,negative,1.0,19407
18856,negative,0.1,29812
18857,positive,1.0,32191
18858,positive,1.0,25770
18859,positive,0.1,12086
18860,negative,0.2,23680
18861,negative,0.8,30859
18862,positive,0.8,11200
18863,positive,0.9,6800
18864,positive,0.3,36554
18865,positive,1.0,34731
18866,positive,0.9,3292
18867,negative,0.9,7614
18868,positive,1.0,30045
18869,negative,0.8,29888
18870,positive,1.0,23218
18871,negative,0.2,22641
18872,negative,0.3,1298
18873,positive,0.1,14968
18874,positive,0.9,38090
18875,negative,0.0,18017
18876,negative,0.3,4544
18877,negative,0.0,16440
18878,positive,0.8,13618
18879,positive,0.9,15401
18880,positive,0.8,38388
18881,positive,0.75,27568
18882,negative,0.8,7345
18883,negative,0.1,36110
18884,positive,1.0,29223
18885,negative,0.2,16433
18886,negative,0.8,1034
18887,positive,0.8,2155
18888,positive,1.0,30244
18889,positive,1.0,14452
18890,positive,0.0,31228
18891,negative,0.3,15723
18892,negative,0.2,30446
18893,positive,0.9,30364
18894,negative,0.0,12607
18895,positive,1.0,17151
18896,positive,1.0,16309
18897,negative,0.9,18946
18898,positive,0.8,23281
18899,negative,0.3,5749
18900,negative,0.8,20368
18901,positive,1.0,6445
18902,negative,0.8,19637
18903,positive,0.9,33562
18904,negative,0.8,12071
18905,negative,0.3,38834
18906,negative,0.9,9523
18907,negative,0.1,10652
18908,positive,0.8,35820
18909,negative,0.1,35031
18910,positive,0.0,37052
18911,negative,1.0,27896
18912,positive,0.3,605
18913,positive,1.0,27896
18914,negative,0.3,29326
18915,positive,1.0,30957
18916,positive,1.0,10722
18917,positive,1.0,5803
18918,positive,0.3,29919
18919,positive,0.0,6861
18920,positive,1.0,27896
18921,negative,1.0,6672
18922,positive,0.0,23356
18923,positive,0.3,35071
18924,negative,1.0,4430
18925,positive,0.3,25087
18926,positive,1.0,20247
18927,negative,0.8,20647
18928,negative,0.9,6514
18929,positive,0.75,22918
18930,negative,1.0,18213
18931,positive,1.0,14464
18932,positive,0.8,27095
18933,positive,0.2,36134
18934,negative,0.0,32862
18935,negative,1.0,6128
18936,positive,1.0,4201
18937,negative,0.1,12086
18938,positive,1.0,8164
18939,positive,0.9,34145
18940,negative,0.9,6193
18941,positive,0.2,37920
18942,negative,0.9,31790
18943,positive,0.8,17503
18944,negative,0.3,28443
18945,negative,0.1,4115
18946,negative,0.12,32362
18947,negative,0.0,31494
18948,positive,1.0,3451
18949,negative,0.2,5543
18950,positive,0.8,4899
18951,positive,1.0,37246
18952,positive,0.0,14643
18953,positive,1.0,37246
18954,positive,1.0,3628
18955,negative,0.8,11524
18956,negative,0.8,2984
18957,positive,0.9,34266
18958,negative,0.9,37081
18959,positive,0.8,37265
18960,positive,1.0,37246
18961,positive,1.0,11101
18962,negative,1.0,22734
18963,positive,0.9,33073
18964,positive,0.8,6654
18965,positive,0.8,35161
18966,positive,0.9,28898
18967,positive,0.1,4343
18968,positive,0.8,17397
18969,positive,1.0,27473
18970,positive,0.9,22057
18971,positive,0.8,25407
18972,negative,0.3,38635
18973,positive,0.9,17927
18974,negative,0.9,15508
18975,negative,0.1,22809
18976,positive,0.9,28113
18977,positive,0.1,36354
18978,negative,0.3,13575
18979,positive,1.0,6128
18980,negative,0.2,30446
18981,positive,0.8,35592
18982,positive,0.0,6861
18983,negative,0.3,27722
18984,positive,1.0,15962
18985,negative,0.8,35592
18986,positive,0.2,30446
18987,positive,1.0,26886
18988,positive,0.9,34614
18989,positive,1.0,26774
18990,positive,0.8,12626
18991,positive,0.8,16047
18992,positive,0.1,36354
18993,positive,0.9,5415
18994,negative,1.0,30835
18995,positive,0.8,18701
18996,positive,1.0,15125
18997,positive,0.8,35592
18998,negative,0.1,10709
18999,positive,0.8,7508
19000,positive,1.0,37370
19001,positive,1.0,17445
19002,negative,1.0,18597
19003,negative,0.9,19348
19004,positive,0.9,6589
19005,positive,0.8,24620
19006,negative,1.0,10733
19007,negative,0.3,14852
19008,positive,0.1,3440
19009,positive,0.2,118
19010,negative,0.1,10652
19011,positive,0.8,14196
19012,negative,0.8,35161
19013,positive,0.3,13668
19014,negative,0.3,18382
19015,positive,0.9,13077
19016,positive,0.8,692
19017,positive,0.1,24242
19018,negative,1.0,23389
19019,negative,0.3,38918
19020,positive,1.0,12466
19021,positive,0.2,32465
19022,negative,0.9,25152
19023,negative,0.1,3344
19024,negative,1.0,14312
19025,positive,1.0,23541
19026,negative,0.25,11365
19027,negative,0.2,16433
19028,negative,0.3,6043
19029,negative,0.1,35757
19030,positive,1.0,7002
19031,negative,0.9,20052
19032,negative,0.0,32036
19033,positive,0.8,8062
19034,negative,0.8,38794
19035,negative,0.9,34266
19036,positive,1.0,37079
19037,negative,0.3,24166
19038,negative,0.1,9156
19039,negative,1.0,28547
19040,positive,0.3,8751
19041,negative,0.8,29914
19042,negative,0.3,34688
19043,positive,0.9,23239
19044,negative,1.0,20041
19045,negative,0.2,23680
19046,positive,0.9,7678
19047,negative,1.0,9979
19048,positive,0.8,7103
19049,positive,0.3,13607
19050,negative,1.0,8962
19051,negative,0.2,32276
19052,positive,0.9,16450
19053,positive,0.8,23281
19054,positive,0.8,38794
19055,negative,0.9,14780
19056,positive,1.0,20041
19057,positive,0.8,36820
19058,positive,0.8,19162
19059,positive,0.8,2507
19060,negative,0.0,23356
19061,positive,0.9,20311
19062,negative,0.0,32036
19063,positive,0.8,2116
19064,positive,0.8,36193
19065,positive,0.0,6520
19066,negative,0.1,12086
19067,negative,0.1,36110
19068,positive,0.3,10134
19069,positive,0.8,11161
19070,positive,1.0,30602
19071,positive,0.8,22245
19072,negative,0.1,38296
19073,negative,0.2,16393
19074,negative,0.9,28183
19075,positive,1.0,29483
19076,positive,0.8,32684
19077,positive,1.0,34364
19078,positive,0.8,21024
19079,negative,1.0,12601
19080,positive,0.2,26575
19081,positive,1.0,38972
19082,positive,0.9,31585
19083,negative,0.2,31692
19084,negative,0.89,6191
19085,negative,1.0,19017
19086,negative,0.3,8355
19087,positive,0.9,30057
19088,positive,1.0,1423
19089,negative,0.8,22648
19090,positive,0.9,29103
19091,negative,1.0,20247
19092,negative,0.1,30252
19093,positive,1.0,32264
19094,negative,0.3,38834
19095,positive,1.0,30957
19096,positive,0.8,19177
19097,negative,1.0,36320
19098,positive,0.8,9553
19099,negative,1.0,4662
19100,positive,0.8,9021
19101,positive,1.0,9826
19102,positive,1.0,1758
19103,negative,0.1,3180
19104,negative,0.2,22283
19105,positive,0.2,14653
19106,negative,0.2,32215
19107,negative,0.1,7386
19108,positive,0.9,28947
19109,negative,0.8,23281
19110,negative,0.0,19409
19111,negative,0.2,35511
19112,positive,0.0,32862
19113,negative,0.0,32036
19114,negative,0.2,17753
19115,positive,0.91,35734
19116,positive,0.3,38918
19117,negative,0.8,23271
19118,positive,1.0,28230
19119,negative,0.0,7929
19120,positive,1.0,28380
19121,positive,0.9,19323
19122,negative,0.3,18957
19123,positive,0.9,33419
19124,positive,0.2,16433
19125,positive,0.8,31669
19126,negative,0.0,19257
19127,negative,0.2,8897
19128,negative,0.2,12069
19129,positive,1.0,17708
19130,negative,0.1,37657
19131,negative,0.1,16339
19132,positive,0.8,36259
19133,negative,0.9,27761
19134,negative,0.3,38834
19135,negative,0.8,34073
19136,positive,0.0,9518
19137,negative,0.1,27314
19138,negative,0.1,6129
19139,positive,1.0,32884
19140,positive,0.2,703
19141,positive,0.9,2817
19142,positive,0.9,14342
19143,positive,0.2,30446
19144,positive,1.0,30045
19145,positive,0.8,10386
19146,positive,0.0,17120
19147,positive,0.9,13077
19148,positive,0.8,24620
19149,positive,0.8,7063
19150,negative,0.2,118
19151,negative,0.2,30446
19152,negative,0.1,23398
19153,positive,0.2,3082
19154,negative,1.0,31219
19155,positive,0.8,25356
19156,negative,0.0,34243
19157,positive,1.0,16163
19158,positive,1.0,16358
19159,positive,0.9,3811
19160,negative,0.1,37657
19161,positive,0.8,12071
19162,positive,1.0,7002
19163,positive,1.0,23513
19164,positive,0.8,37256
19165,positive,0.8,4577
19166,positive,0.8,28964
19167,positive,0.9,21360
19168,negative,0.8,1035
19169,positive,0.8,15807
19170,positive,1.0,27327
19171,positive,0.3,24166
19172,positive,0.8,25401
19173,positive,0.8,21794
19174,negative,0.3,11079
19175,negative,0.3,35704
19176,positive,0.91,35734
19177,positive,0.8,23281
19178,negative,0.8,32475
19179,positive,0.8,12626
19180,positive,0.8,25401
19181,negative,0.9,19021
19182,positive,0.8,18701
19183,negative,0.2,13370
19184,negative,0.0,20205
19185,negative,0.9,17317
19186,positive,1.0,20567
19187,positive,1.0,19032
19188,positive,1.0,30045
19189,negative,0.2,32465
19190,positive,1.0,6978
19191,positive,1.0,28736
19192,positive,1.0,16358
19193,positive,1.0,37048
19194,positive,0.8,21142
19195,positive,1.0,30756
19196,negative,0.2,16393
19197,positive,1.0,846
19198,positive,0.8,35592
19199,negative,0.2,16433
19200,positive,0.9,37038
19201,negative,0.2,16496
19202,negative,0.9,16967
19203,negative,0.9,19021
19204,negative,0.2,16433
19205,positive,1.0,36086
19206,positive,0.8,15171
19207,positive,0.9,25180
19208,negative,0.8,38306
19209,positive,1.0,28105
19210,negative,0.1,14063
19211,negative,0.8,10386
19212,positive,0.9,30364
19213,negative,0.1,12922
19214,negative,0.9,25962
19215,positive,1.0,33389
19216,positive,0.8,27158
19217,negative,0.1,16339
19218,negative,0.3,13546
19219,positive,0.9,19587
19220,negative,0.0,32036
19221,negative,0.2,30446
19222,positive,1.0,52
19223,negative,0.1,22809
19224,negative,1.0,17655
19225,negative,0.1,24242
19226,negative,0.2,6702
19227,positive,0.8,23865
19228,positive,0.3,30829
19229,negative,1.0,20921
19230,positive,0.8,14963
19231,positive,1.0,892
19232,negative,0.1,206
19233,negative,1.0,21621
19234,positive,1.0,2262
19235,positive,0.3,5749
